id,texts,labels
703,ekran sarardı. ilk 2 ay güzel gözüküyor daha sonra yavaşlama başlıyor bariz şekilde. 6 aydır kullanıyorum telefon çok fazla ısınıyor. bunlar insanı cidden rahatsız ediyor.,negative
704,ürün güzel ama kargolanma çok yavaştı siparişi verdikten 1 gün sonra kargoya verildi,negative
705,almayın çok pişman oldum ben yorumları okuyup da aldım1 ay oldu kabul ediyorum görünüşü felan süper her şeyi iyi ama kamerası berbat fotoğraf çekmeyi sevenler asla almasın ,negative
706,telefon geleli on gün oldu. kulaklık ahizesi bozuldu. yepyeni telefon servise gidecek. uzak durun. fiyatına aldanmayın.,negative
707,kamerası rezalet fotoğraf çekmeyi sevenler almasın kasasıda çok kalın tavsiye etmiyorum.,negative
708,"bende yorumları  okuduktan sonra almaya karar verdim, telfonu alalı daha bir hafta olmadan iki gün sonra telefon kapalıyken arayan kişileri göstermiyor ve telefonda zil sesi yok karşı taraf kapatınca cevapsız cağrı var diye ekrana düşüyor ekran acıkken sadece zil sesi var yanıtlama tuşu görünmüyor üründe böyle bir hata varsa neden satışı yapılıyor anlamıyorum..",negative
709,telefon piyasasına göre iyi bir telefon ama batarya durumu kötü. ,negative
710,arkadaşlar güvenilir olsun diye kvk dan aldım cihazı sırf şarjı uzun gidiyormuş diye aldım. bütün dediklerini yaptım sarjını %5 te kapatıp 10-12 saat şarj ettim. bu gün en fazla bi saat ilgilenmişimdir telefonla şu an şarjım %11 yani sabah 7 den akşam 5:45 e kadar (bi saat oynadım en fazla) %89 şarj yemiş bi şey anlayamadım ben bu işten,negative
711,özelliklerine göre çok pahalı,negative
712,2100 liraya çıktı 1 hafta geçmeden 2000 lira oldu. kesinlikle fiyatını haketmeyen bir telefon. klavyede yazarken bile takılıyor.,negative
713,başlık yeter bence. donanım olarak orta seviye olan bir cihaz için çok pahali,negative
714,teknik özelliklerine bakıldığında bu fiyatı hak etmeyen bir telefon maalesef. ,negative
715,mail yöneticisi yok. sadece gmail var.,negative
716,arkadaşlar telefon iyi güzel 1299 /795  tl ye düştü deniliyor cazip görünüyor alınca şarj cihazı kalitesi telefonu  keşke almasaydım dedirtiyor bu kadar kalitesiz şarj cihazı markaya ve  satıcıya yakışmıyor,negative
717,bu fiyata bu,negative
718,"hızlı teslimat, teşekkürler ",negative
719,arkadaşlar yaklaşik 45 gün oldu 2 adet aldim . ama telefonda konuşmalar sirasinda hat kesi̇li̇yor ses gi̇di̇yor sesi̇m karşiya gi̇tmi̇yor.. şebekeni̇n ful çekti̇ği̇ yerde bi̇le  bazenbi̇r görüşmeyi̇ tamamlamk i̇çi̇n 4-5 defa ard arda kapatip tekrar aramak zorunda kaliyorum ..onun dişinda di̇ğer negati̇f özelli̇ği̇ bazi uygulamalarda i̇nstagram  gi̇bi̇  bomberman gi̇bi̇ oyunlarda aşiri isinip kasiyor. ayriyetten daha önce g7 kullanicisi olarak kullandiğim büyüteç özelli̇ği̇ g8 de  hatali  yaklaştirmaya bastikca uzaklaştiriyor ve netli̇k bozuluyor. telefonda 4.5 g ve 3g yi̇ kapatmadikca hat keslme problemi̇ devam edi̇yor. bu problemler olmasa huawei̇yn eski̇ g7 kullanicisi olarak çok memnundum ..ama bunlar olunca i̇nsanin cani sikiliyor. ,negative
720,telefon da 4 g çalişmiyor 3 g gayet i̇yi̇ çalişiyor..ağir bi̇r telefon.pi̇l özelli̇ği̇ güzel.kamerasi kötü yazilmiş ama bendeki̇ p1 gayet güzel çeki̇yor. sesi̇ dişari vermesi̇ müzi̇k falan gayet yüksek ama kulaklik tan ses kesi̇nli̇kle  beklemeyi̇n...çağri̇lari̇ toplu si̇lemi̇yosunuz  tek tek si̇li̇ni̇yor. mesajlarda ayni̇ seki̇lde.,negative
721,performansı çok iyi. erken teslim.  koruma camı ve arka şeffaf kap i̇çinde geldi.hepsi burada ya teşekkürler,negative
722,"kameral mukemmel ama telefon wifi problemi cikariyor baglanamiyorum bir turlu ,ekran koruyucu taktirmak istedigimde ise normal koruyucular olmuyor ekrandaki kavisten dolayi,sarj cihazi diger cihazlara uyum gostermiyor kalin bir giris yeri var , ses sistemi cok iyi ",negative
723,ürün güzel fakat arkası hemen çizilio,negative
724,"telefonu 5 aydır kullanıyorum. benim de sony kalitesinden beklentilerimi tam karşılamadı. kasılma, şebeke ulaşılamama, bazen sesimin karşıya çok az gitmesi sorunlarını sık yaşamaktayım. 64 gb sd taktım fakat birçok programı taşımama izin vermiyor. kulaklık tak_çıkart veya hoparlör aç-kapat yaptığınızdan sonra sesiniz karşıya gitmekte çok zorlanıyor. yeniden başlatmanız gerekiyor ki, telefon stabil hale dönsün. sevemediğim marka telefonları kullanan yakınlarımın cihazlarına özeniyorum. yanımdaki arkadaşa, kendi diğer markalı cihazıyla aynı operatöre sahip olarak, rahat ulaşılabiliyor, fakat bana ulaşılamıyor. i̇thalat garantili almıştım. garanti 1 yıl ve günler su gibi... bir pişmanlık var içimde. sony ye bakışımda, sanki biraz düşüş var...",negative
725,aldım pişman oldum. tek artı yönü kamerası. kamera gayet başarılı. şebeke devamlı gidip geliyor. sonradan araştırdım tüm xpreria ultralarda aynı sorun varmış. işlemcisiyle uyumlu değilmiş. hatta bu konuda change org. da imza kampanyası bile başlatılmış.sorun o denli büyük yani. telefonda şebeke sorunu olduktan sonra o telefon ne işe yarar ki:..,negative
726,ürünü bugün başka yerden aldım. yorumlara bakmadım ama baksam da arada kalırdım yine alabilirdim. ama büyüklüğüne alışabilecek gibi değilim. bence 6 inçlik ekrana kocaman sony yazmak ve altta kocaman boşluk vermek saçma olmuş kullanmayacağımız bir alan için kasayı büyük göstermek ne ergonomik olmuş ne de işlevsel.ince görünüme sahip ama telefon ebatı fazla olduğu için vasattan biraz iyi denebilir. fiziksel görünümü şahane diyen arkadaşların şahane mantığını anlayamadım. ilk swiftkey klavyesi güzel rahat yazı yazabiliyorum ama dokunarak yazdığımda ya da bazen geri tuşuna bastığımda tepkide gecikiyor. yarında aynı tepkiler olursa muhtemelen iade yada değişime gideceğim. çünkü 3 gb ram 8 çekirdek işlemci bende olsa bu yazıyı bile 10 saniyede yazardım. yazılımsal bir sorundur diye düşünüyorum ama ilk günden ısınamadım. sadece kamera netliği artı özelliği eğer sadece fotoğraf kalitesi diyorsanız başka özellik umrumda değil derseniz (ki diyemezsiniz) bence kesinlikle fotoğraf makinesi alın derim sadece fotoğraf kalitesi için telefon alınmaz.,negative
727,"arkadaşlar aynı hataya düşmeyin!!!! bende önceki kullandığım telefon sony olduğu için bildiğim markadan devam etmek istedim ama tam bir hüsrana uğradım kamerası ve donanımı sizi asla yanıltmasın telefon şarj yönünden bir günü ucu ucuna bile zor çıkarıyor öncelikle, ben telefonda oyun oynayan birisi değilim buna karşılık telefonda aşırı kasmalar, donmalar, kitlenmeler, kendini resetlemeler çok fazla meydana geliyor, karşı tarafla konuştuğunuzda sesiniz karşı tarafa gitmiyor veya kesik kesik gidiyor çok kişiden bu yönde teyit aldım, telefon şehrin neresinde olursanız olun gereksiz bi şekilde şebekeden kopuyor arayan ulaşamıyor siz durumdan bi habersiniz tabi, telefonun diğer büyük sıkıntılarından birisi telefon şarj alıyor gösteriyor şarj ışığı yanıyor ama şarj almıyor kapatıp açsanızda birazda bekleseniz çokta bekleseniz değişen bişey olmuyor şarj cihazını değiştirmek yada servise yollamak zorunda kalırsınız benden söylemesi baştada dediğim gibi sakın markaya güvenipte almaya kalkmayın bende bu şekilde tercih ettim büyük hüsrana uğradım ve pişmanım bir daha da asla sonyi tercih etmem donanım ve fiyat olarak piyasadaki çoğu telefonun üstünde cazip gelebilir size ama unutmayın kullanırken yaşayacağınız sıkıntılar cabası olarak size kalacak iyi düşünün doğru karar verin ben oldum siz pişman olmayın.",negative
728,"fıyata gore fena değil yalnızca pil daha kuvvetli olabılırdı, birde alttakı fonksiyon tuşları ekranın altına konsaydı daha kullanışlı olurdu. ",negative
729,telefon çok büyük ve cebe sığmıyor.sinyal gücüde zayıf. eski telefonumun bile sinyal gücü daha iyiydi.sony iyibir marka ama bu serisini begenmedim.istediğim performansı alamadım.,negative
730,urunde sinyalizasyon sorunu var bunu bile bile satın aldım bazen çekmiyor ama ,negative
731,kamera dedikleri kadar var sinyalizasyon sorunu tescillenmiş fakat sony hiçbir müdahalede bulunmuyor düşünün öyle alın derim youtube de videolarda var.... ,negative
732,"sony markası süper, ama bu telefonun şarjı kötü. sürekli internet kullanıyorum 6 saat gitmiyor, 2 saat 15dk da %100 şarj oluyor. bu nedenle sakın diyorum. i̇yi yanlarını diğer arkadaşlar yazmış. günde iki defa 4.5 saat şarj ederim diyorsanız alın ",negative
733,merhaba arkadaşlar.  uzun süre telefon almak için araştırdım. ve büyük kararsızlıkda kalarak yinede bu telefonu aldım en çok hoşuma giden özelliği kamerası idi ama kamera istenilen beklentleri karşılamıyor gerçekten 21 mp gibi bir kalitesi yok.  bunu samimiyetle söylerim eğer kamera için alıyorsanız almayın.. telefonda ister istemez donmalar oluyor oda android oluşundan kaynaklı. yani ağım şahım bir telefon değil. ama şarj özelliği çok iyi hemen şarj oluyor. oynamana bağlı 1 1.5 gün şarj gidiyor. ,negative
734,telefonu yaklaşık iki aydır kullaniyorum eşime de aldım. şarjı bir günü çıkariyor falat sinyal çekimi iyi değil. telefon görüşmelerinde karşı tarafın sesimi iyi alamadigini defalarca duydum bundurum rahatsizlik veriyor. dokunmatiği sizi üzebilir. benim telefonum şuanda serviste cunku dokunmatik bir süre sonra bozuldu kendi kendine uygulamalara girmeye başladı eşimin telefon dokunmatiği de bozulmak üzere.,negative
735,herşey iyi tek ve büyük sorun çekim gücü düşük,negative
736,hic tavsiye etmiyom arkadaslar. bi kere cok buyuk sinyalizasyon sorunu var. internet cekmiyo cubuk bir yada en fazla iki gosteriyo. kamerada donmalar var anı yakala yazmislar ama resmi cekmek icin bile bes saat ayni pozisyonda  beklemen gerek. hafizasi cok az iki oyun indirdim bitdi zaten.sarj telfonu gece sabaha kdr doldurdum bir saat vidyo izle oglen bir iki gbi bitdi.  dokunmatikde sinir bozmaya basladi bes alti kere ayni yere basiyom. (ekran koruyucudan olabilir) tek yonu iyi bnm gibi buyuk telfon seviyosaniz goruntusu cok ?ık okadar. ,negative
737,"telefon genel olarak çok güzel ,kali̇teli̇ ve şik.hizina ve foto. çeki̇m kali̇tesi̇nede sözüm yok.ancak ön kamera vi̇deo çeki̇mi̇nde donanimsal yada yazilimsal kaynakli bi̇r ariza var,bunun i̇çi̇n servi̇se gönderdi̇m henüz dönüş olmadi. çeki̇m sirasinda belli̇ olmayan ariza ,vi̇deoyu oynattiğim zaman; renkleri̇n bi̇rbi̇ri̇ne kariştiği, dudaklar turuncu, gözler kanlanmiş gi̇bi̇ gösteri̇yor. almak i̇steyenler bu özelli̇ği̇ni̇ kontrol etsi̇n demek i̇stedi̇ği̇mi̇ anliycaklar.",negative
738,özellikle video çekerken arka plandaki ışığı devamlı değiştiriyor. sık sık odaklama yapmaya çalışıyor. düşük ışıkta fotoğraf çekim çok kötü.  bu kamera sony'e yakışmadı. ben böyle kötü kamerayı daha önce görmedim. ,negative
739,2 gun olddu alalı ama pisman oldum. cok büyük taşınması imkansız hafızası cok düşük pili full killanimla 12 saaati biraz geçiyor. ..,negative
740,telefon tarz olarak fena değil ama fotoğraf çekim konusunda örneğin samsung j serisine kıyasla kamerası çok kötü nerdeyse vga kamera.kesinlikle tavsiye etmiyorum.ses kalitesi güzel.şarjı da orta derecede. normal sosyal medya kullanımında sabahtan akşama zor çıkarıyor. kısacası ses dışında tavsiye etmiyorum.,negative
741,aşırı sesli bir makina tavsiye etmiyorum,negative
742,çok ama çok sesli bir makine hiç tavsiye etmem ,negative
743,çok sesli bi makine  onun dışında guzel ama ses de  çok önemli :(,negative
744,"2 yıl oldu makinemi alalı temizde yıkıyor, diyeceğim yok ama çok ses çıkarıyor özellikle sıkmada felaket ",negative
745,"siparişten sonraki gün ürün elime geçti. cihazın içinde sağ taraftaki metalik karton parça cihazın içinde kalacak, paketi açarken çıkartmayın sakın onu. tek sıkıntım kapağın siyah olması. yemek içindeyken durumunu göremiyorsunuz, ısındı mı, duman çıkıyor mu, kaynıyor mu, yanıyor mu belli değil. dışarıdan bakınca içindeki yemeği görebileceğim başka bir modeli seçseydim keşke. bu nedenle bu modeli hiç kimseye tavsiye etmiyorum.",negative
746,"ürünü kirada oturduğum evde kullandım kırıldı, kiradan çıkarken de aynısını aldım. çok iyi değil ama idare eder.",negative
747,"aldım ve bir aydır kullanıyorum, fiyatına göre iyi, işimi görüyor, sorunsuz çalışıyor. fazla para vermeyeyim işimi görsün diyorsanız tavsiye ederim.",negative
748,"tanbur motoru sessiz güzel de, arkadaş sessiz makine yapıyosun su tahliye motoruna bir çözüm bulamıyorsun?",negative
749,"15 dakika hızlı yıkama seceneği yok, yorgan yazan bir seçenek var ama yorgan yıkayabileceğini sanmıyorum.",negative
750,çekiş gücü yok boşuna gürültü yapıyor. sadece görüntü var.,negative
751,ürün eli̇me çok hizli bi̇r şeki̇lde ulaşti ancak aşiri ses çikarmasindan dolayi kullanamiyoruz elektri̇k süpürgesi̇ni̇n sesi̇ni̇ bastiriyor bu kadarini beklemi̇yorduk ürünün kullanmaya başladiğimiz 2. gün aydinlatmasinin çalişmadiğini fark etti̇k beklenti̇mi̇n çok altinda bi̇r ürün.,negative
752,"aspiratörü montaj yapmadan fişe takıp bakmış ve hava üflemesi nedeniyle o kadar umutlanmıştım ki, ama o üfleme maalesef çekim gücü değil.i̇şin sıkıntısı da burda . ses var ama hiç çekim yok.elinizi alt taraftaki filtresine yanaştırın ve bakın , asla elinizde çekime dair hava akımı hissetmiyorsunuz. ",negative
753,fiyata göre normal. ,negative
754,ürün fiyatına göre fena sayılmaz. ne var ki ürünün üzerindeki koruyucu maddeden arındırmak epey zaman alıyor ve sıkıntılı bir iş. kalite olarak ta zayıf malzemeden üretilmiş.kurulumunu zar zor gerçekleştirdim henüz kullanmaya başlamadım . bakalım kullandığımızda nasıl bir sonuçla karşılaşacağız.,negative
755,baca çıkışı cok dar eger bacanız duvara ıse donusde zorluk yasarsınız ayrıca kalıte olarak cokda kalıtelı degıl eger az kullanacaksanız idare eder,negative
756,iyi ürün motoru iyi cekiyor mükenmel dalbumbaz kadar güclü motoru var benim işimi görüyor sizlerede tavsiye ederim alanlara hayırlı olur,negative
757,montajı zaman alıyor. yetkili servis listesi yanlış aradığımız kişi ben servisi değilim diyor. kendininz kuruyorsunuz. çalışması fena değil,negative
758,malzeme çok zayıf,negative
759,eski söktüğüm vesteldi bundan çok da sağlammış ikisini söküp takınca çok net görülüyor,negative
760,bu kadar zayıf olduğunu bilsem para vermezdim,negative
761,motor gücü ödediğimiz parasına göre,negative
762,ömrü nasıl olur göreceğiz bakalım ,negative
763,urun saglam ama motorlarin sesi cok cikiyor. filitreler de diger aspiratorlere gore kucuk,negative
764,"yorumları okuyup  fazla beklentim olmadan aldım. çekiş gücü oldukça iyi,seside ortalama diyebiliriz. fiyatına göre iyi diyebilirz.fakat çalışırken belli bir süre sonra kendiliğinden duruyor ve canı istediği zaman tekrar başlıyor.birde ben sürekli 3.(son) hızda kullanıyorum.arada kendiliğinde 3. hızdan daha hızlı ve titreşimli şekilde çoşuyor. buna bir mana veremedim doğrusu ",negative
765,fiyat/performans ürünü. uzun vadeli kullanmayacaksanız sorunsuz işinizi görür. bu fiyata piyasada rakibi yok. beklentinizi çok yüksek tutmazsanız iş görür.,negative
766,ürün çok kaliteli değil fakat kira da oturuyorsanız fiyat olarak tatminkar.,negative
767,sipariş verdin 1 gün sonra teslim edildi aynı gün montajını yaptım.fakat çok kaliteli bir şey beklemeyiniz ben ben tavsiye etmiyorum.,negative
768,yaklaşık 2ay önce hepsi burada.com.üzerinden 2 gözlü ocağı aldım.ürünü ilk kulandığım gibi üründe tamamen simsiyah bir görünüm hal aldı.işin kötü tarafı temizlenmiyor. anlıyacağınız ben çok pişman oldum.diğer alıcı arkadaşlara uyarımız olsun istedim.,negative
769,"her davlumbaza uyumlu demesine kanmayın. camdaki veya bacadaki delik 13cm olmalı. benim 12cm, ben takamıyorum. i̇nce ucu camdaki deliğe uyuyor, o zaman da içindeki kapak ters çalışıyor. kapağı ters takma imkanı olsa güzel olurdu. şuan boşuna almış oldum.",negative
770,"her boruya uyunlu dendi, bor bir türlü girmedi yırtarak soktuk her boruya uyumlu aparat yapmalılar.",negative
771,"biz alalı iki yıl oldu annemgile aldık, makina yağlı  ve kirli bırakıyor, işlem bitipte kapağını açtığınızda karşınızda ıslak bi ortam sizi bekliyor kurutma işlemi çok kötü, adı sanı duyulmamış  bazı firmaların yan ürünleri bile bundan daha iyi yıkıyor bulaşıkları, hem de bunun yarı fiyatına satılıyor,,, ",negative
772,bu ürünü marka ismi nedeniyle aldık. ancak tam bir fiyasko. tablet kapağı hep takılıyor veya açılmıyor bulaşıkları 2 kere yıkamak durumunda kalıyoruz. tablet konulan yerin karşısına tabak koymamak lazım. yerli bir makine almanızı tavsiye ederim.,negative
773,malesef bende hic memnun kalmadim yaklasik 1.5 yildir kullanıyorum ama bazen tablet erimiyor. bazende tablet kapagi hic acilmiyor. tekrar tekrar yikamak zorunda kaliyorum. sepetleri sekli bicimsiz.,negative
774,büyük bir hevesle aldığım bu makinadan hiç memnun değilim. çalışır durumda olan teknolojisi ni yenilemek için sorunu yokken değiştirdiğimiz eski bulaşık makinesi ni mumla arar olduk. samsung tam bir fiyasko oldu bizim için. deterjan konulan hazne lokasyonu yanlış. bulaşıklara takılıp kapak açılamıyor program bitip makinayı açtığınızda karşınıza ıslak bir ortam çıkıyor. teknik inceleme için gelen servis bunun normal olduğunu söyledi ve bu nedenle iade yada değişim yapılmamaktadır. tavsiye etmiyorum.,negative
775,"allah bu makineyi yapanların müstahakını versin. alalı dokuz ay oldu inanın şu an atıp başka makine almayı düşünüyorum. koyduğumuz bulaşıklar olduğun daha kirli çıkıyor. kapağı 2 ayda bozuldu, birde deterjan bölümü kapağını dışa açılır yapmışlar, o yüzden o bölüme bulaşık koyamıyoruz yoksa kapak açılmıyor. tam bir çile tam bir pişmanlık. biz yandık siz yanmayın.",negative
776,makineyi 2 yıl kullandım. servisle arkadaş olduk.sürekli arıza verdi parça değişti .  yıkaması ilk günden çok kötüydü. en iyisinden en kötüsüne tüm deterjanları denedim nafile. bardakları kaç kere değiştim hatırlamıyorum. ben önermiyorum şimdi eskiyi getir yeniyi götür kampanyası bekliyorum. hurdaya anlayacağınız. ,negative
777,ürünü bir samsung hayranı olarak heyecanla kullanmaya başladık ama bir kaç sorunu söylemeden geçemeyeceğim.,negative
778,"tablet veya deterjan konulan kısmın kapağı fazla aşağıda yapılmış, zaman zaman karşısına tabak vs. geliyor kapak açılsa da deterjan erimeden kalıyor.",negative
779,dokunmatik tuşları 1-2 ay içinde deforme oluyor.,negative
780,"i̇ç malzameleri (plastik tekerlekler, dönüp duran fıskiye) daha kaliteli yapılabirmiş...",negative
781,"hepsiburada.com dan çok menmunum yanlız bu ürün sanki teşhir ürünü gibi gözüküyor, dijital ekranı çililmiş gibi, başkada herhangi bir sıkıntı yok ürün elime zamanında ulaştı. buradan alışveriş yapmak çok güvenli.",negative
782,"soğutmasına, şıklığına diyecek yok. ancak raf aralıkları kullanışsız ve çok fazla değişiklik yapılamıyor. ayrıca motor sesi biraz yüksek geldi. onun haricinde hepsiburada.com'a uyarıda bulunuyırum. ""şu kadar dakika içinde sipariş verirseniz şu kadar içinde kargoda"" (6 saat 6 dakika içinde sipariş verirseniz bugün kargoda (kargo bedava) gibi ürün sayfasına yazdığınız yanıltıcı ifadeleri kaldırın. zira bir kaç gün sonra kargoya verdiniz. insanları gaza getirip kandırmayın.",negative
783,hotpoint ariston çamaşımakinası aldım ama hiçmi hiç memnun deyilim bu kadar ses çıkaran ilk defa şahit oluyorum bana satarlarken çok sessiz dediler ama garip şekilde yüksel desibelde ses çıkarıyor gürültüsü rahatsız edici ,negative
784,hiç kimseye  tavsiye etmem,negative
785,yaklaşık 7 ay önce aldık makine kesinlikle berbat yıkama da lekeler çıkmıyor en kaliteli deterjan la bile ayni . deterjani yumuşatıcı ayni anda alıyor helikopter gibi çalışıyor yorumlara güvendim ama cok yanılttı bizi kesinlikle tavsiye etmiyorum paraniza yazık etmeyin,negative
786,geçen ay hotboint arıston buzdolabı aldık bu günde 10 kg luk hotboint arıston  çamaşır makinası aldık ama hiç güzel yıkamıyor birde o kadar para verdik keşke başka ürün alsaydıkhiç tavsiye etmiyorum  bu konuyla ilgili görüş yapan varsa seviniriz,negative
787,yıkama çok yavaş. sıkmadaki seste rahatsız edici temizleme yönünden de istediğim verimi alamadım.,negative
788,ürün teslimatı ve servis kurulumu gayet hızlıydı ama makina istediğim performansta cıkmadı ayakları cok kısa belkide servis ayarlamadı anlamadık .,negative
789,makina şuanlık iyi gözüküyor yıkıyor işte :),negative
790,kokusu bebege gore cok agir.kendi camasirlarimuz icin kullanacagim.,negative
791,bütün ürünlerini bebeğimde güvenle kullanıyorum fakat kokusu gerçekten ağır tamam güzel kokuyo ama bebek için çok fazla,negative
792,ürünün kokusu çok yoğun ve kötü. ,negative
793,"uni babynin neredeyse tüm ürünlerini kullanıyorum ve çok memnunum. fakat bu yumuşatıcı bebek yumuşatıcısı olarak çok ağır kokuyor, bu nedenle bebeğim için kullanamıyorum. ",negative
794,yorumları okuyarak aldım ne yazıkki kokusunu beğenmedik,negative
795,paketlemede daha hassas davranılabilir. kutunun icine akmıştı diğer ürünlerim de deterjan olmuş. ürün kalitesi ve hızlı gönderi gayet başarılı ,negative
796,"fosfat içermez,petrokimyasal içermez içermemesi gereken birçok şey olmasına rağmen ürün özelliklerinde maalesef hiçbirini okuyamadım dandirik bir fırca tasarlamışlar en iyi yaptığı şey leke çıkarmakmış......lekeler bebeklerden daha önemli ee tabii annelerin aldığı bilmem kaç paralık marka kıyafetleri lekeli giydirmek olmaz......",negative
797,"2,5 yaşında kızım allerjik bir bünyeye sahip olduğundan aldım fakat öyle bir kokusu varki kullanamıyorum. sensitive bir deterjan olarak parfümsüz olması gerektiğini düşünüyorum. çocuğumu çok rahatsız ediyor. lütfen bu konuya dikkat çekilsin. normal şartlarda kokusu kötü olduğundan değil sadece kokusu fazla kalıcı.",negative
798,kokusuz olduğu için almıştım. 4-5 kere farklı çamaşırlarla ve farklı miktarlar koyarak test ettim. kesinlikle normal deterjanla yıkanmış halinden farkı yok. hatta normal ölçüsünün 3 katı koyarak bile test ettim. hiçbir etkisi yok. denemek için beyazları ikiye bölüp bir bununla bir de çok bilinen bir markanın yumuşatıcısıyla yıkadım. arada dağlar kadar fark var. kesinlikle tavsiye etmiyorum. hiçbir etkisi olmayan bir ürüne para vermeyin.,negative
799,"uçlar çok dandik, evde duşa şampuanlık için delik açarken 3. delikte eğildi",negative
800,cihaz fiyatına göre iyi gibi,negative
801,aldığım urunun kullanma kılavuzunda paket icerisindeki parcalarin hangi durumlarda kullanılacağı (örnek. hangi uç ile beton delinecegi) yazmiyor. ayrica parcalar cokta kaliteli değil. ,negative
802,ürün elime beklediğimden daha çabuk ulaştı.hb a teşekkürler. ürünü kullandım. çok fazla bir şey beklmeyin. biraz daha fazla ödeyerek daha iyi mtkap alınabilirmiş. çok basit duruyor. uçlarıda çok basit.,negative
803,makine elime ulaşır ulaşmaz hemen kullandım motoru gayet güçlü ama torna vida uçları yumuşak malzemeden yapılmış. fiyatına göre iyi sayılır..,negative
804,merhaba arkadaşlar üründen hi̇ç memnun kalmadik nedeni̇ i̇se buhar çikişi i̇çi̇n yapilan bi̇r bölüm var oradan hem bütün yemek kokusu eve yayiliyor hemde tavayi çevi̇ri̇rken yemeği̇n birakti su ve yağ ortaliğa saçilmaktadir bunun bi̇li̇nci̇yle almanizi tavsi̇ye ederi̇m. ayrica ürünü alir almaz deneyi̇n çünkü i̇ade süreci̇ni̇n 14 gün olduğunu öne sürerek i̇ade hem si̇te tarafindan hemde schafer almamaktadir.,negative
805,arkadaşımın aldığı ürün süper hızlı kargoyla 1 haftadaır halen kargo sırasında tebrikler hepsiburada,negative
806,"farklı hayallerle aldım. kapalı koku çıkmaz dedim ama kapak açınca birden buhar çıkıyor ve koku yine var. kapak kapalı olduğundan buhar su biriktiriyor ve ocağa damlıyor. yarı yağ yarı su. tutup kapalı halde ters çevirmeye gönül razı değil. o düşünce ile almayın, ağır bir tava hele içi doluyken. kısaca gereksiz bir tava.kapaklı bir granit tava çok daha mantıklı",negative
807,"bu urunu, iki yuzlu pisirme ozelligi ve yuzunu cevirme esnasinda akitmamazlik ve sizdirmamazlik ozelligi sebebiyle satin aldim, ama gelin gorun ki urun sizdiriyor ve akitiyor, her seferinde ocagin ustu batiyor. bu urune bu kadar para verecegime, normal bir tava alip ustune de siradan bir kapak alsam daha cok isimi gorurdu. dileyenle de bu iddiami tartisirim. bana ne paketinden ambaljindan teslimat suresinden. hic kullanisli degil ve aldigima cok pismanim. urunu uretenlere de tavsiyem, insanlari sizdirmamazligi hususunda kandirmamalari yonundedir.",negative
808,memnun kalmadığımı belirtmek istiyorum ocak tamamıyle batıyor hep yağ içinde sızdırmazlık tamamıyle hikaye arka tarafındaki hava boşluğundan ocak yağ içinde kalıyor almak isteyenler bunu göz önünde bulundurmalı,negative
809,vermiş olduğum puanda 0 0 0,negative
810,"yorumlara bakarak karar verdim almaya ama gerçekten pişman oldum,hani sizdirmiyordu ,hani kokusuzdu ,ocagin batmayan yeri kalmadı umarım yardımcı olursunuz bana,ya bana gelen üründe üretim hatası var yada bilmiyorum,ürünü karalamak istemiyorum ancak durum bu ",negative
811,"pişirmesi güzel ancak, etlerde kullanılan tuz ve baharat eriyerek altta birikiyor. buda pişen etin tadını bozuyor. diğer ürünler üzerindeki etkisini bilmiyorum. çünkü yapmadım.",negative
812,hiç kullanışlı gelmedi bize. beklenti meselesi diye düşünüyorum. sızdırmazlık sıkıntı. ters çeviremiyorsunuz yağı biriktiren küçük bir kanal var. kısacası biz beğenmedik.,negative
813,"alüminyum tava, tencere sağlık bakımından çok zararlı ve zehirleyicidir. en iyisi demir döküm ve çeliktir.",negative
814,"ürünü burada yapılan yorumlara bakarak almıştım, ilk denememiz tavuk pirz. oldu ve sonuç tam anlamıyla bir rezalet! ürünü çevirme esnasında yan tarafından olan yağı ocağa sızdırdı, her yer vıcık vıcık yağ oldu, sızan yağlar tavanın kendi altına da sızdı ve çatır çatır yanmaya başladı, yemeği bıraktık temizlikle uğraştık, mecburen çevirme işinden vazgeçip elimle tek tek çevirdim yarım saatte pişirdi, gayet yumuşak ve lezzetliydi ancak bana gelen ürün mü hatalı yoksa genel bir hata mı çevirirken silikonlardan yağ sızıyor değişim talep ettim gelen üründe böyle olursa meşhur şikayet sitelerine yazarım. h.b ürünü çok hızlı bir şekilde gönderdi teşekkürler.",negative
815,fiş toprak lı değil gevşek kalıyor  birazda erken  ısınıyor ,negative
816,"bu güne kadar çok farklı matkap markaları da kullanmış biri olarak, kullandıklarım arasında üst sıralara koyabileceğim kalitede bir ürün. ürün ile ilgili bir sorun yaşamayacağınızı düşünüyorum.",negative
817,"verdiğim iki yıldız kesinlikle ürüne değildir, sitenin verdiği hizmetedir. aynı gün kargo demesine rağmen ürünü bir gün gecikmeli olarak kargoya verip, benim maddi zarara uğramama neden oldular. bu siteden ürün almak ile ilgilenen arkadaşlara, ürün  satın almadan önce veya aldıktan hemen sonra müşteri hizmetlerine danışmanızı öneriyorum.",negative
818,herkese keyifli alışverişler dilerim.,negative
819,"özellıkle ev harıcı yerlerde kullanmamanızı tavsıye ederım artı olarak vatt dusuk amator evde uc bes tane delık delmeye vıda sıkmaya yarar ıyı kullanıldıgında 4 , 5, sene gıder ozellıkle cok ısındıgında dınlendırın",negative
